TimeID,Date,Year,Month,Day,Time,Month Number
326,2009-12-04 09:31:00,2009,December,4,09:31:00,12
327,2009-12-04 09:43:00,2009,December,4,09:43:00,12
328,2009-12-04 09:49:00,2009,December,4,09:49:00,12
329,2009-12-04 10:00:00,2009,December,4,10:00:00,12
330,2009-12-04 10:18:00,2009,December,4,10:18:00,12
331,2009-12-04 10:32:00,2009,December,4,10:32:00,12
332,2009-12-04 10:39:00,2009,December,4,10:39:00,12
333,2009-12-04 10:47:00,2009,December,4,10:47:00,12
334,2009-12-04 10:48:00,2009,December,4,10:48:00,12
335,2009-12-04 10:52:00,2009,December,4,10:52:00,12
336,2009-12-04 10:57:00,2009,December,4,10:57:00,12
337,2009-12-04 11:07:00,2009,December,4,11:07:00,12
338,2009-12-04 11:22:00,2009,December,4,11:22:00,12
339,2009-12-04 11:32:00,2009,December,4,11:32:00,12
340,2009-12-04 11:36:00,2009,December,4,11:36:00,12
341,2009-12-04 11:54:00,2009,December,4,11:54:00,12
342,2009-12-04 11:56:00,2009,December,4,11:56:00,12
343,2009-12-04 11:59:00,2009,December,4,11:59:00,12
344,2009-12-04 12:01:00,2009,December,4,12:01:00,12
345,2009-12-04 12:03:00,2009,December,4,12:03:00,12
346,2009-12-04 12:06:00,2009,December,4,12:06:00,12
347,2009-12-04 12:07:00,2009,December,4,12:07:00,12
348,2009-12-04 12:11:00,2009,December,4,12:11:00,12
349,2009-12-04 12:12:00,2009,December,4,12:12:00,12
350,2009-12-04 12:14:00,2009,December,4,12:14:00,12
351,2009-12-04 12:20:00,2009,December,4,12:20:00,12
352,2009-12-04 12:28:00,2009,December,4,12:28:00,12
353,2009-12-04 12:31:00,2009,December,4,12:31:00,12
354,2009-12-04 12:33:00,2009,December,4,12:33:00,12
355,2009-12-04 12:36:00,2009,December,4,12:36:00,12
356,2009-12-04 12:37:00,2009,December,4,12:37:00,12
357,2009-12-04 12:41:00,2009,December,4,12:41:00,12
358,2009-12-04 12:54:00,2009,December,4,12:54:00,12
359,2009-12-04 12:59:00,2009,December,4,12:59:00,12
360,2009-12-04 13:00:00,2009,December,4,13:00:00,12
361,2009-12-04 13:01:00,2009,December,4,13:01:00,12
362,2009-12-04 13:21:00,2009,December,4,13:21:00,12
363,2009-12-04 13:22:00,2009,December,4,13:22:00,12
364,2009-12-04 13:23:00,2009,December,4,13:23:00,12
365,2009-12-04 13:31:00,2009,December,4,13:31:00,12
366,2009-12-04 13:41:00,2009,December,4,13:41:00,12
367,2009-12-04 13:47:00,2009,December,4,13:47:00,12
368,2009-12-04 13:59:00,2009,December,4,13:59:00,12
369,2009-12-04 14:13:00,2009,December,4,14:13:00,12
370,2009-12-04 14:14:00,2009,December,4,14:14:00,12
371,2009-12-04 14:19:00,2009,December,4,14:19:00,12
372,2009-12-04 14:24:00,2009,December,4,14:24:00,12
373,2009-12-04 14:29:00,2009,December,4,14:29:00,12
374,2009-12-04 14:33:00,2009,December,4,14:33:00,12
375,2009-12-04 14:35:00,2009,December,4,14:35:00,12
376,2009-12-04 14:37:00,2009,December,4,14:37:00,12
377,2009-12-04 14:52:00,2009,December,4,14:52:00,12
378,2009-12-04 14:56:00,2009,December,4,14:56:00,12
379,2009-12-04 15:11:00,2009,December,4,15:11:00,12
380,2009-12-04 15:16:00,2009,December,4,15:16:00,12
381,2009-12-04 15:18:00,2009,December,4,15:18:00,12
382,2009-12-04 15:26:00,2009,December,4,15:26:00,12
383,2009-12-04 15:27:00,2009,December,4,15:27:00,12
384,2009-12-04 15:28:00,2009,December,4,15:28:00,12
385,2009-12-04 15:29:00,2009,December,4,15:29:00,12
386,2009-12-04 15:30:00,2009,December,4,15:30:00,12
387,2009-12-04 15:40:00,2009,December,4,15:40:00,12
388,2009-12-04 15:41:00,2009,December,4,15:41:00,12
389,2009-12-04 15:43:00,2009,December,4,15:43:00,12
390,2009-12-04 16:11:00,2009,December,4,16:11:00,12
391,2009-12-04 16:12:00,2009,December,4,16:12:00,12
392,2009-12-04 16:13:00,2009,December,4,16:13:00,12
393,2009-12-04 16:23:00,2009,December,4,16:23:00,12
394,2009-12-04 16:26:00,2009,December,4,16:26:00,12
395,2009-12-04 16:27:00,2009,December,4,16:27:00,12
396,2009-12-04 16:37:00,2009,December,4,16:37:00,12
397,2009-12-04 16:39:00,2009,December,4,16:39:00,12
398,2009-12-04 16:45:00,2009,December,4,16:45:00,12
399,2009-12-04 16:52:00,2009,December,4,16:52:00,12
400,2009-12-04 17:18:00,2009,December,4,17:18:00,12
401,2009-12-04 17:31:00,2009,December,4,17:31:00,12
402,2009-12-05 10:11:00,2009,December,5,10:11:00,12
403,2009-12-05 10:25:00,2009,December,5,10:25:00,12
404,2009-12-05 10:27:00,2009,December,5,10:27:00,12
405,2009-12-05 10:31:00,2009,December,5,10:31:00,12
406,2009-12-05 10:44:00,2009,December,5,10:44:00,12
407,2009-12-05 10:58:00,2009,December,5,10:58:00,12
408,2009-12-05 11:19:00,2009,December,5,11:19:00,12
409,2009-12-05 12:01:00,2009,December,5,12:01:00,12
410,2009-12-05 12:02:00,2009,December,5,12:02:00,12
411,2009-12-05 12:13:00,2009,December,5,12:13:00,12
412,2009-12-05 12:28:00,2009,December,5,12:28:00,12
413,2009-12-05 12:36:00,2009,December,5,12:36:00,12
414,2009-12-05 12:42:00,2009,December,5,12:42:00,12
415,2009-12-05 13:12:00,2009,December,5,13:12:00,12
416,2009-12-05 13:13:00,2009,December,5,13:13:00,12
417,2009-12-05 13:17:00,2009,December,5,13:17:00,12
418,2009-12-05 13:26:00,2009,December,5,13:26:00,12
419,2009-12-05 13:29:00,2009,December,5,13:29:00,12
420,2009-12-05 13:32:00,2009,December,5,13:32:00,12
421,2009-12-05 13:37:00,2009,December,5,13:37:00,12
422,2009-12-05 14:51:00,2009,December,5,14:51:00,12
423,2009-12-05 14:57:00,2009,December,5,14:57:00,12
424,2009-12-05 14:59:00,2009,December,5,14:59:00,12
425,2009-12-05 15:00:00,2009,December,5,15:00:00,12
426,2009-12-05 15:18:00,2009,December,5,15:18:00,12
427,2009-12-05 15:26:00,2009,December,5,15:26:00,12
428,2009-12-05 15:27:00,2009,December,5,15:27:00,12
429,2009-12-05 15:47:00,2009,December,5,15:47:00,12
430,2009-12-05 16:01:00,2009,December,5,16:01:00,12
431,2009-12-06 10:16:00,2009,December,6,10:16:00,12
432,2009-12-06 10:26:00,2009,December,6,10:26:00,12
433,2009-12-06 10:30:00,2009,December,6,10:30:00,12
434,2009-12-06 10:37:00,2009,December,6,10:37:00,12
435,2009-12-06 10:38:00,2009,December,6,10:38:00,12
436,2009-12-06 10:41:00,2009,December,6,10:41:00,12
437,2009-12-06 10:51:00,2009,December,6,10:51:00,12
438,2009-12-06 11:13:00,2009,December,6,11:13:00,12
439,2009-12-06 11:27:00,2009,December,6,11:27:00,12
440,2009-12-06 11:33:00,2009,December,6,11:33:00,12
441,2009-12-06 11:45:00,2009,December,6,11:45:00,12
442,2009-12-06 11:57:00,2009,December,6,11:57:00,12
443,2009-12-06 11:58:00,2009,December,6,11:58:00,12
444,2009-12-06 12:07:00,2009,December,6,12:07:00,12
445,2009-12-06 12:10:00,2009,December,6,12:10:00,12
446,2009-12-06 12:14:00,2009,December,6,12:14:00,12
447,2009-12-06 12:16:00,2009,December,6,12:16:00,12
448,2009-12-06 12:17:00,2009,December,6,12:17:00,12
449,2009-12-06 12:21:00,2009,December,6,12:21:00,12
450,2009-12-06 12:26:00,2009,December,6,12:26:00,12
451,2009-12-06 12:28:00,2009,December,6,12:28:00,12
452,2009-12-06 12:31:00,2009,December,6,12:31:00,12
453,2009-12-06 12:34:00,2009,December,6,12:34:00,12
454,2009-12-06 12:41:00,2009,December,6,12:41:00,12
455,2009-12-06 12:42:00,2009,December,6,12:42:00,12
456,2009-12-06 12:51:00,2009,December,6,12:51:00,12
457,2009-12-06 12:52:00,2009,December,6,12:52:00,12
458,2009-12-06 12:53:00,2009,December,6,12:53:00,12
459,2009-12-06 12:56:00,2009,December,6,12:56:00,12
460,2009-12-06 13:00:00,2009,December,6,13:00:00,12
461,2009-12-06 13:05:00,2009,December,6,13:05:00,12
462,2009-12-06 13:07:00,2009,December,6,13:07:00,12
463,2009-12-06 13:08:00,2009,December,6,13:08:00,12
464,2009-12-06 13:10:00,2009,December,6,13:10:00,12
465,2009-12-06 13:19:00,2009,December,6,13:19:00,12
