StockCode,Selling Price,Purchase Price,Unit Profit,infoID
16169N,0.42,0.35,0.07,78
21491,1.95,1.62,0.32,79
22333,1.65,1.38,0.27,80
85216,0.65,0.54,0.11,81
21493,0.85,0.71,0.14,82
21731,1.65,1.38,0.27,83
85232B,4.95,4.12,0.83,84
84691,0.85,0.71,0.14,85
20749,7.95,6.62,1.33,86
22321,0.72,0.6,0.12,87
84029E,2.95,2.46,0.49,88
21955,6.75,5.62,1.12,89
84899E,1.25,1.04,0.21,90
85123A,2.95,2.46,0.49,91
21582,1.65,1.38,0.27,92
21586,2.55,2.12,0.42,93
21590,1.25,1.04,0.21,94
22091,1.25,1.04,0.21,95
84251J,0.42,0.35,0.07,96
22024,0.42,0.35,0.07,97
22026,0.42,0.35,0.07,98
22029,0.42,0.35,0.07,99
22025,0.42,0.35,0.07,100
22031,0.42,0.35,0.07,101
21428,4.25,3.54,0.71,102
21430,3.75,3.12,0.62,103
21916,0.42,0.35,0.07,104
21790,0.85,0.71,0.14,105
21888,3.75,3.12,0.62,106
85178,1.25,1.04,0.21,107
20754,2.1,1.75,0.35,108
21035,2.95,2.46,0.49,109
82001S,3.39,2.82,0.56,110
82580,0.55,0.46,0.09,111
85150,2.55,2.12,0.42,112
21041,2.95,2.46,0.49,113
35916C,0.85,0.71,0.14,114
35916B,0.85,0.71,0.14,115
22180,9.95,8.29,1.66,116
22128,1.25,1.04,0.21,117
22163,2.95,2.46,0.49,118
35951,0.38,0.32,0.06,119
22253,1.25,1.04,0.21,120
84988,1.45,1.21,0.24,121
22219,0.85,0.71,0.14,122
18097C,2.55,2.12,0.42,123
21299,12.75,10.62,2.12,124
21099,0.65,0.54,0.11,125
21085,0.65,0.54,0.11,126
21929,1.95,1.62,0.32,127
22241,1.25,1.04,0.21,128
21091,0.85,0.71,0.14,129
21733,2.55,2.12,0.42,130
22178,1.25,1.04,0.21,131
22125,5.95,4.96,0.99,132
21671,1.25,1.04,0.21,133
22086,2.95,2.46,0.49,134
22294,1.25,1.04,0.21,135
22199,4.25,3.54,0.71,136
22083,2.95,2.46,0.49,137
22114,3.95,3.29,0.66,138
21485,4.95,4.12,0.83,139
21928,1.95,1.62,0.32,140
85099B,1.95,1.62,0.32,141
22356,0.85,0.71,0.14,142
20724,0.85,0.71,0.14,143
21592,1.25,1.04,0.21,144
20725,1.65,1.38,0.27,145
20728,1.65,1.38,0.27,146
20726,1.65,1.38,0.27,147
21217,8.95,7.46,1.49,148
85066,12.75,10.62,2.12,149
20827,2.12,1.77,0.35,150
20825,3.39,2.82,0.56,151
20823,4.25,3.54,0.71,152
20826,2.12,1.77,0.35,153
22087,2.95,2.46,0.49,154
85206A,1.65,1.38,0.27,155
21895,4.25,3.54,0.71,156
21896,2.1,1.75,0.35,157
84946,1.25,1.04,0.21,158
22090,2.95,2.46,0.49,159
21977,0.55,0.46,0.09,160
84991,0.55,0.46,0.09,161
22273,2.95,2.46,0.49,162
22179,6.75,5.62,1.12,163
22320,5.95,4.96,0.99,164
22232,1.65,1.38,0.27,165
84598,0.21,0.18,0.04,166
79323S,6.75,5.62,1.12,167
84568,0.21,0.18,0.04,168
21668,1.25,1.04,0.21,169
21669,1.25,1.04,0.21,170
21670,1.25,1.04,0.21,171
21672,1.25,1.04,0.21,172
21673,1.25,1.04,0.21,173
85071A,2.95,2.46,0.49,174
85071B,2.95,2.46,0.49,175
21161,1.45,1.21,0.24,176
21162,1.45,1.21,0.24,177
21248,1.45,1.21,0.24,178
21159,1.45,1.21,0.24,179
82494L,2.95,2.46,0.49,180
82486,7.95,6.62,1.33,181
82483,5.95,4.96,0.99,182
90200D,4.25,3.54,0.71,183
90200E,4.25,3.54,0.71,184
21212,0.55,0.46,0.09,185
72756,1.49,1.24,0.25,186
22063,2.95,2.46,0.49,187
37450,2.95,2.46,0.49,188
90200A,4.25,3.54,0.71,189
90200C,4.25,3.54,0.71,190
90200B,4.25,3.54,0.71,191
90185C,4.25,3.54,0.71,192
90185B,4.25,3.54,0.71,193
90003C,3.75,3.12,0.62,194
90003D,3.75,3.12,0.62,195
90003B,3.75,3.12,0.62,196
90209C,2.1,1.75,0.35,197
90209A,2.1,1.75,0.35,198
90082D,6.35,5.29,1.06,199
21707,4.95,4.12,0.83,200
21710,4.95,4.12,0.83,201
21708,4.95,4.12,0.83,202
21706,4.95,4.12,0.83,203
21711,4.95,4.12,0.83,204
20747,14.95,12.46,2.49,205
20752,2.1,1.75,0.35,206
20753,2.1,1.75,0.35,207
20751,2.1,1.75,0.35,208
48185,6.75,5.62,1.12,209
21481,2.95,2.46,0.49,210
85042,4.25,3.54,0.71,211
72760B,9.95,8.29,1.66,212
21482,2.95,2.46,0.49,213
21484,3.45,2.88,0.57,214
20967,3.75,3.12,0.62,215
20970,3.75,3.12,0.62,216
84582,4.25,3.54,0.71,217
20972,1.25,1.04,0.21,218
84327A,2.1,1.75,0.35,219
21490,1.95,1.62,0.32,220
21063,0.85,0.71,0.14,221
21058,0.85,0.71,0.14,222
84997D,3.75,3.12,0.62,223
84997C,3.75,3.12,0.62,224
22301,2.55,2.12,0.42,225
22300,2.55,2.12,0.42,226
21231,1.25,1.04,0.21,227
20870,2.1,1.75,0.35,228
90121B,4.25,3.54,0.71,229
90175A,8.95,7.46,1.49,230
90195B,8.95,7.46,1.49,231
90062,12.75,10.62,2.12,232
21930,1.95,1.62,0.32,233
21472,3.75,3.12,0.62,234
47566B,4.65,3.88,0.77,235
22275,8.5,7.08,1.42,236
21479,3.75,3.12,0.62,237
21791,1.06,0.88,0.18,238
71477,2.75,2.29,0.46,239
37449,8.5,7.08,1.42,240
37446,1.25,1.04,0.21,241
21258,10.95,9.12,1.82,242
20892,3.95,3.29,0.66,243
47591D,1.65,1.38,0.27,244
21867,1.25,1.04,0.21,245
82551,1.25,1.04,0.21,246
82567,2.1,1.75,0.35,247
82613D,1.25,1.04,0.21,248
21179,1.25,1.04,0.21,249
21865,2.1,1.75,0.35,250
72783,2.1,1.75,0.35,251
20719,0.85,0.71,0.14,252
21869,1.25,1.04,0.21,253
21876,1.25,1.04,0.21,254
84849B,1.69,1.41,0.28,255
21864,2.1,1.75,0.35,256
21470,3.75,3.12,0.62,257
20897,2.95,2.46,0.49,258
44230,7.95,6.62,1.33,259
37485,4.65,3.88,0.77,260
84997A,3.75,3.12,0.62,261
21245,1.69,1.41,0.28,262
21241,0.85,0.71,0.14,263
21705,1.65,1.38,0.27,264
21913,3.75,3.12,0.62,265
16207A,2.95,2.46,0.49,266
21821,3.75,3.12,0.62,267
22319,0.65,0.54,0.11,268
21584,1.65,1.38,0.27,269
21931,1.95,1.62,0.32,270
47591A,1.65,1.38,0.27,271
84997B,3.75,3.12,0.62,272
22122,2.95,2.46,0.49,273
21837,5.95,4.96,0.99,274
84951A,2.55,2.12,0.42,275
22335,0.65,0.54,0.11,276
85129A,1.25,1.04,0.21,277
84791,2.95,2.46,0.49,278
21244,1.69,1.41,0.28,279
20675,1.25,1.04,0.21,280
82616B,2.95,2.46,0.49,281
22276,2.55,2.12,0.42,282
84912B,3.75,3.12,0.62,283
85014C,5.95,4.96,0.99,284
85014D,5.95,4.96,0.99,285
21326,0.65,0.54,0.11,286
84949,1.65,1.38,0.27,287
21908,2.1,1.75,0.35,288
21371,2.55,2.12,0.42,289
85152,2.1,1.75,0.35,290
21133,1.69,1.41,0.28,291
20984,0.85,0.71,0.14,292
20982,0.85,0.71,0.14,293
84971L,1.25,1.04,0.21,294
90168,2.95,2.46,0.49,295
84884A,3.95,3.29,0.66,296
90013C,3.75,3.12,0.62,297
90023,4.25,3.54,0.71,298
90067A,2.95,2.46,0.49,299
90067B,2.95,2.46,0.49,300
90145,5.95,4.96,0.99,301
90000A,5.95,4.96,0.99,302
90024B,8.5,7.08,1.42,303
90036D,7.95,6.62,1.33,304
90134,2.95,2.46,0.49,305
90131,6.95,5.79,1.16,306
90199C,6.35,5.29,1.06,307
35751C,0.75,0.62,0.12,308
72739B,1.25,1.04,0.21,309
22212,2.1,1.75,0.35,310
48187,6.75,5.62,1.12,311
48195,6.75,5.62,1.12,312
72741,1.45,1.21,0.24,313
85232D,4.95,4.12,0.83,314
20828,2.55,2.12,0.42,315
22080,1.65,1.38,0.27,316
22082,1.65,1.38,0.27,317
21784,9.95,8.29,1.66,318
21172,1.45,1.21,0.24,319
82600,2.1,1.75,0.35,320
22282,12.75,10.62,2.12,321
21842,2.55,2.12,0.42,322
22089,2.95,2.46,0.49,323
20734,0.85,0.71,0.14,324
35071,0.85,0.71,0.14,325
22121,5.95,4.96,0.99,326
84836,1.25,1.04,0.21,327
37492A,4.65,3.88,0.77,328
10133,0.85,0.71,0.14,329
22113,3.45,2.88,0.57,330
20782,5.49,4.58,0.92,331
22190,2.1,1.75,0.35,332
84029G,3.75,3.12,0.62,333
21489,3.95,3.29,0.66,334
20987,1.95,1.62,0.32,335
20989,1.95,1.62,0.32,336
21868,1.25,1.04,0.21,337
21875,1.25,1.04,0.21,338
21826,1.25,1.04,0.21,339
21827,1.25,1.04,0.21,340
21828,1.25,1.04,0.21,341
16225,1.25,1.04,0.21,342
21829,0.21,0.18,0.04,343
21638,2.1,1.75,0.35,344
22218,4.25,3.54,0.71,345
22222,4.95,4.12,0.83,346
22305,2.55,2.12,0.42,347
22304,2.55,2.12,0.42,348
22302,2.55,2.12,0.42,349
22303,2.55,2.12,0.42,350
22127,1.25,1.04,0.21,351
21143,1.95,1.62,0.32,352
21639,0.85,0.71,0.14,353
22154,0.42,0.35,0.07,354
22155,0.42,0.35,0.07,355
21889,1.25,1.04,0.21,356
85045,4.95,4.12,0.83,357
85044,4.95,4.12,0.83,358
21587,2.55,2.12,0.42,359
21588,2.55,2.12,0.42,360
21818,0.85,0.71,0.14,361
21819,0.85,0.71,0.14,362
21817,0.85,0.71,0.14,363
48111,6.75,5.62,1.12,364
20685,6.75,5.62,1.12,365
48194,6.75,5.62,1.12,366
21495,0.42,0.35,0.07,367
47505,4.95,4.12,0.83,368
37492C,4.65,3.88,0.77,369
20677,1.25,1.04,0.21,370
20676,1.25,1.04,0.21,371
21086,0.65,0.54,0.11,372
21948,1.25,1.04,0.21,373
21833,1.69,1.41,0.28,374
21832,1.65,1.38,0.27,375
22315,1.25,1.04,0.21,376
21870,1.25,1.04,0.21,377
22115,2.95,2.46,0.49,378
21166,1.95,1.62,0.32,379
21175,2.1,1.75,0.35,380
21174,1.95,1.62,0.32,381
22197,0.85,0.71,0.14,382
21094,0.85,0.71,0.14,383
72724,1.25,1.04,0.21,384
22103,1.65,1.38,0.27,385
37424,0.85,0.71,0.14,386
21136,1.69,1.41,0.28,387
21238,0.85,0.71,0.14,388
21240,0.85,0.71,0.14,389
21239,0.85,0.71,0.14,390
84007,2.55,2.12,0.42,391
84012,2.55,2.12,0.42,392
22077,1.65,1.38,0.27,393
85049A,1.25,1.04,0.21,394
85049E,1.25,1.04,0.21,395
22075,1.65,1.38,0.27,396
22076,1.65,1.38,0.27,397
79323LP,6.75,5.62,1.12,398
79342B,6.75,5.62,1.12,399
79341,6.75,5.62,1.12,400
85226C,0.55,0.46,0.09,401
85227,0.85,0.71,0.14,402
21976,0.55,0.46,0.09,403
21498,0.42,0.35,0.07,404
84948,1.65,1.38,0.27,405
21537,4.25,3.54,0.71,406
20718,1.25,1.04,0.21,407
21539,4.95,4.12,0.83,408
16169F,0.42,0.35,0.07,409
21527,7.95,6.62,1.33,410
21533,4.95,4.12,0.83,411
21531,2.55,2.12,0.42,412
20914,2.95,2.46,0.49,413
21242,1.69,1.41,0.28,414
21535,2.55,2.12,0.42,415
21844,2.95,2.46,0.49,416
22073,3.75,3.12,0.62,417
22072,3.75,3.12,0.62,418
15056BL,5.95,4.96,0.99,419
15056N,5.95,4.96,0.99,420
22254,1.25,1.04,0.21,421
22255,0.85,0.71,0.14,422
46000S,1.45,1.21,0.24,423
20964,2.55,2.12,0.42,424
21788,0.85,0.71,0.14,425
21789,0.85,0.71,0.14,426
20682,3.25,2.71,0.54,427
84832,0.85,0.71,0.14,428
85063,16.95,14.12,2.82,429
48129,6.75,5.62,1.12,430
22030,0.42,0.35,0.07,431
21081,0.85,0.71,0.14,432
20773,1.65,1.38,0.27,433
20767,2.55,2.12,0.42,434
22028,0.42,0.35,0.07,435
20622,2.1,1.75,0.35,436
21122,1.25,1.04,0.21,437
21124,1.25,1.04,0.21,438
20657,1.25,1.04,0.21,439
16156N,0.42,0.35,0.07,440
20673,1.25,1.04,0.21,441
84520B,0.85,0.71,0.14,442
20619,2.1,1.75,0.35,443
21866,1.25,1.04,0.21,444
20660,1.25,1.04,0.21,445
20777,1.65,1.38,0.27,446
20774,1.65,1.38,0.27,447
22037,0.42,0.35,0.07,448
22036,0.42,0.35,0.07,449
21726,0.85,0.71,0.14,450
21544,0.85,0.71,0.14,451
21004,4.25,3.54,0.71,452
84402D,2.95,2.46,0.49,453
84660B,3.75,3.12,0.62,454
21429,1.65,1.38,0.27,455
72754B,1.69,1.41,0.28,456
21500,0.42,0.35,0.07,457
21431,1.65,1.38,0.27,458
20748,12.75,10.62,2.12,459
72802B,4.25,3.54,0.71,460
79029,1.95,1.62,0.32,461
21591,1.25,1.04,0.21,462
72801E,1.25,1.04,0.21,463
21034,0.95,0.79,0.16,464
85049D,1.25,1.04,0.21,465
21985,0.29,0.24,0.05,466
21980,0.29,0.24,0.05,467
16235,0.21,0.18,0.04,468
84347,2.55,2.12,0.42,469
84990,0.55,0.46,0.09,470
85231E,0.85,0.71,0.14,471
85231B,0.85,0.71,0.14,472
72008,0.42,0.35,0.07,473
22071,3.75,3.12,0.62,474
22070,3.75,3.12,0.62,475
84270,0.21,0.18,0.04,476
85049C,1.25,1.04,0.21,477
84352,16.95,14.12,2.82,478
79067,3.75,3.12,0.62,479
22203,3.75,3.12,0.62,480
21353,7.95,6.62,1.33,481
21540,4.25,3.54,0.71,482
21538,3.75,3.12,0.62,483
21534,4.95,4.12,0.83,484
85053,2.1,1.75,0.35,485
22118,4.95,4.12,0.83,486
21375,5.45,4.54,0.91,487
22186,2.95,2.46,0.49,488
47504K,1.95,1.62,0.32,489
47504F,1.65,1.38,0.27,490
21809,1.25,1.04,0.21,491
21186,1.65,1.38,0.27,492
21611,2.95,2.46,0.49,493
21480,2.95,2.46,0.49,494
85170A,2.1,1.75,0.35,495
85033S,1.95,1.62,0.32,496
35991,1.69,1.41,0.28,497
22185,1.65,1.38,0.27,498
21786,0.42,0.35,0.07,499
84388,1.65,1.38,0.27,500
21918,0.42,0.35,0.07,501
51012C,1.25,1.04,0.21,502
84671B,2.55,2.12,0.42,503
21747,1.25,1.04,0.21,504
22330,1.45,1.21,0.24,505
84375,1.95,1.62,0.32,506
84952B,3.75,3.12,0.62,507
20961,1.25,1.04,0.21,508
20960,1.25,1.04,0.21,509
20966,1.25,1.04,0.21,510
17164D,0.42,0.35,0.07,511
21890,2.95,2.46,0.49,512
85170D,2.1,1.75,0.35,513
17091J,1.25,1.04,0.21,514
20975,0.65,0.54,0.11,515
21440,1.25,1.04,0.21,516
22174,1.65,1.38,0.27,517
22150,1.95,1.62,0.32,518
22147,1.45,1.21,0.24,519
21356,1.25,1.04,0.21,520
21357,1.25,1.04,0.21,521
21677,0.85,0.71,0.14,522
21680,0.85,0.71,0.14,523
21730,4.95,4.12,0.83,524
70007,1.65,1.38,0.27,525
70006,1.65,1.38,0.27,526
21650,0.65,0.54,0.11,527
21892,1.25,1.04,0.21,528
20655,1.25,1.04,0.21,529
21990,2.95,2.46,0.49,530
21934,1.65,1.38,0.27,531
21578,2.25,1.88,0.38,532
21579,2.25,1.88,0.38,533
21577,2.25,1.88,0.38,534
20713,1.95,1.62,0.32,535
20712,1.95,1.62,0.32,536
16047,0.85,0.71,0.14,537
21561,2.55,2.12,0.42,538
20814,1.25,1.04,0.21,539
22068,1.65,1.38,0.27,540
21377,1.65,1.38,0.27,541
21379,1.25,1.04,0.21,542
20956,1.25,1.04,0.21,543
21018,0.85,0.71,0.14,544
35995,2.1,1.75,0.35,545
22355,0.85,0.71,0.14,546
21581,2.25,1.88,0.38,547
20727,1.65,1.38,0.27,548
21071,1.25,1.04,0.21,549
21068,1.25,1.04,0.21,550
22189,3.95,3.29,0.66,551
48179,6.75,5.62,1.12,552
48188,6.75,5.62,1.12,553
48184,6.75,5.62,1.12,554
21777,7.95,6.62,1.33,555
20969,3.75,3.12,0.62,556
20968,3.75,3.12,0.62,557
21737,19.95,16.62,3.32,558
84899F,1.25,1.04,0.21,559
84898F,2.1,1.75,0.35,560
22207,4.25,3.54,0.71,561
21016,0.85,0.71,0.14,562
20829,2.1,1.75,0.35,563
85231G,0.85,0.71,0.14,564
21407,4.25,3.54,0.71,565
72800F,2.55,2.12,0.42,566
21993,2.95,2.46,0.49,567
21486,3.75,3.12,0.62,568
21813,4.95,4.12,0.83,569
21812,4.95,4.12,0.83,570
21488,3.95,3.29,0.66,571
75013B,1.65,1.38,0.27,572
72800E,2.55,2.12,0.42,573
72801G,1.25,1.04,0.21,574
72801F,1.25,1.04,0.21,575
21732,3.39,2.82,0.56,576
85041,1.45,1.21,0.24,577
85040B,1.45,1.21,0.24,578
37461,0.85,0.71,0.14,579
21700,0.85,0.71,0.14,580
20692,3.75,3.12,0.62,581
16237,0.21,0.18,0.04,582
37410,0.85,0.71,0.14,583
84251F,0.19,0.16,0.03,584
21080,0.85,0.71,0.14,585
21967,0.29,0.24,0.05,586
22110,3.45,2.88,0.57,587
84977,1.25,1.04,0.21,588
18010,0.42,0.35,0.07,589
22152,0.42,0.35,0.07,590
72267,2.1,1.75,0.35,591
22081,1.65,1.38,0.27,592
22079,1.65,1.38,0.27,593
20758,0.85,0.71,0.14,594
20756,0.85,0.71,0.14,595
21126,1.25,1.04,0.21,596
21125,1.25,1.04,0.21,597
22102,1.65,1.38,0.27,598
35955,0.42,0.35,0.07,599
35954,0.42,0.35,0.07,600
35957,0.42,0.35,0.07,601
84050,1.65,1.38,0.27,602
47568,2.1,1.75,0.35,603
84782A,12.75,10.62,2.12,604
84782C,12.75,10.62,2.12,605
22169,8.5,7.08,1.42,606
84933A,2.1,1.75,0.35,607
84933B,2.1,1.75,0.35,608
22201,4.25,3.54,0.71,609
37503,10.75,8.96,1.79,610
21593,1.25,1.04,0.21,611
22085,2.95,2.46,0.49,612
85099C,1.95,1.62,0.32,613
22348,0.85,0.71,0.14,614
85061W,0.64,0.53,0.11,615
21781,14.95,12.46,2.49,616
20768,2.55,2.12,0.42,617
21082,0.85,0.71,0.14,618
47591B,1.65,1.38,0.27,619
22196,0.85,0.71,0.14,620
22131,1.95,1.62,0.32,621
20804,1.65,1.38,0.27,622
21115,6.75,5.62,1.12,623
21067,1.25,1.04,0.21,624
22134,0.42,0.35,0.07,625
22132,0.85,0.71,0.14,626
20963,1.25,1.04,0.21,627
84670,0.42,0.35,0.07,628
21559,2.55,2.12,0.42,629
21558,2.55,2.12,0.42,630
35004P,5.45,4.54,0.91,631
21321,2.55,2.12,0.42,632
22281,5.95,4.96,0.99,633
21320,2.55,2.12,0.42,634
21187,1.65,1.38,0.27,635
79000,0.85,0.71,0.14,636
84706F,8.95,7.46,1.49,637
84968C,12.75,10.62,2.12,638
84968F,12.75,10.62,2.12,639
84968B,12.75,10.62,2.12,640
85231L,0.85,0.71,0.14,641
21618,3.75,3.12,0.62,642
21615,3.75,3.12,0.62,643
21619,3.75,3.12,0.62,644
21612,2.95,2.46,0.49,645
85049B,1.25,1.04,0.21,646
85049G,1.25,1.04,0.21,647
21770,4.95,4.12,0.83,648
37500,9.95,8.29,1.66,649
21637,1.25,1.04,0.21,650
21901,0.65,0.54,0.11,651
21900,0.65,0.54,0.11,652
21902,0.65,0.54,0.11,653
21223,1.25,1.04,0.21,654
85049H,1.25,1.04,0.21,655
21576,2.25,1.88,0.38,656
21580,2.25,1.88,0.38,657
20866,1.25,1.04,0.21,658
20867,1.25,1.04,0.21,659
20979,1.25,1.04,0.21,660
20983,0.85,0.71,0.14,661
20981,0.85,0.71,0.14,662
20977,1.25,1.04,0.21,663
20974,0.65,0.54,0.11,664
21114,1.25,1.04,0.21,665
85232A,4.95,4.12,0.83,666
35971,1.25,1.04,0.21,667
21740,2.95,2.46,0.49,668
21624,5.95,4.96,0.99,669
21738,2.95,2.46,0.49,670
22280,2.1,1.75,0.35,671
21841,4.25,3.54,0.71,672
21621,8.5,7.08,1.42,673
21622,4.95,4.12,0.83,674
20750,7.95,6.62,1.33,675
82482,2.55,2.12,0.42,676
20665,2.95,2.46,0.49,677
84837,12.75,10.62,2.12,678
21439,1.25,1.04,0.21,679
16169D,0.42,0.35,0.07,680
16169C,0.42,0.35,0.07,681
21017,0.72,0.6,0.12,682
21210,1.45,1.21,0.24,683
21039,2.55,2.12,0.42,684
21432,5.95,4.96,0.99,685
21424,2.95,2.46,0.49,686
21426,2.1,1.75,0.35,687
21891,1.25,1.04,0.21,688
21098,1.25,1.04,0.21,689
22415,7.95,6.62,1.33,690
17165D,0.85,0.71,0.14,691
17165B,0.85,0.71,0.14,692
85208,2.1,1.75,0.35,693
90090,0.85,0.71,0.14,694
90092,0.85,0.71,0.14,695
16161C,0.1,0.08,0.02,696
35160,0.85,0.71,0.14,697
17108D,0.42,0.35,0.07,698
21805,0.42,0.35,0.07,699
90125A,2.1,1.75,0.35,700
84578,3.75,3.12,0.62,701
84901,3.75,3.12,0.62,702
35931,0.38,0.32,0.06,703
35933,0.38,0.32,0.06,704
90087,0.85,0.71,0.14,705
90085,0.85,0.71,0.14,706
90093,0.85,0.71,0.14,707
90084,0.85,0.71,0.14,708
90088,0.85,0.71,0.14,709
21807,0.42,0.35,0.07,710
21806,0.42,0.35,0.07,711
21815,1.45,1.21,0.24,712
21816,1.45,1.21,0.24,713
35051B,0.42,0.35,0.07,714
22153,0.42,0.35,0.07,715
20943,1.25,1.04,0.21,716
72816,1.25,1.04,0.21,717
85038,2.1,1.75,0.35,718
20978,1.25,1.04,0.21,719
20942,1.25,1.04,0.21,720
84559A,0.85,0.71,0.14,721
84466,1.25,1.04,0.21,722
20994,0.85,0.71,0.14,723
20992,0.85,0.71,0.14,724
84077,0.21,0.18,0.04,725
84029C,3.75,3.12,0.62,726
22336,0.65,0.54,0.11,727
22156,0.85,0.71,0.14,728
22338,0.65,0.54,0.11,729
21825,1.45,1.21,0.24,730
21822,1.95,1.62,0.32,731
22277,2.1,1.75,0.35,732
35979,2.95,2.46,0.49,733
47566,4.65,3.88,0.77,734
21344,9.95,8.29,1.66,735
21477,12.75,10.62,2.12,736
85047,6.35,5.29,1.06,737
20681,3.25,2.71,0.54,738
84648,12.75,10.62,2.12,739
84472,45.95,38.29,7.66,740
84910A,5.95,4.96,0.99,741
84656,5.95,4.96,0.99,742
84580,3.75,3.12,0.62,743
84622,5.95,4.96,0.99,744
22151,0.42,0.35,0.07,745
35962,2.1,1.75,0.35,746
22337,0.65,0.54,0.11,747
90125C,2.1,1.75,0.35,748
90125D,2.1,1.75,0.35,749
90214H,1.25,1.04,0.21,750
20901,6.35,5.29,1.06,751
22172,8.5,7.08,1.42,752
85067,18.95,15.79,3.16,753
21156,1.95,1.62,0.32,754
72127,1.25,1.04,0.21,755
84992,0.55,0.46,0.09,756
84929,0.55,0.46,0.09,757
21649,2.95,2.46,0.49,758
21463,5.95,4.96,0.99,759
85162A,9.95,8.29,1.66,760
21761,29.95,24.96,4.99,761
84839,6.75,5.62,1.12,762
85064,5.45,4.54,0.91,763
84706C,8.95,7.46,1.49,764
21804,3.75,3.12,0.62,765
85036C,4.25,3.54,0.71,766
22162,2.95,2.46,0.49,767
22297,1.25,1.04,0.21,768
85104,2.95,2.46,0.49,769
84813,12.75,10.62,2.12,770
20894,2.95,2.46,0.49,771
72799D,2.95,2.46,0.49,772
21741,2.95,2.46,0.49,773
85071D,2.55,2.12,0.42,774
21724,0.85,0.71,0.14,775
21524,6.75,5.62,1.12,776
48197,6.75,5.62,1.12,777
84684,2.55,2.12,0.42,778
20812,2.55,2.12,0.42,779
22035,0.42,0.35,0.07,780
21508,0.42,0.35,0.07,781
22027,0.42,0.35,0.07,782
85059,3.75,3.12,0.62,783
21465,3.75,3.12,0.62,784
21466,3.75,3.12,0.62,785
21467,3.75,3.12,0.62,786
21471,3.75,3.12,0.62,787
21314,2.1,1.75,0.35,788
84975,1.69,1.41,0.28,789
21949,1.25,1.04,0.21,790
21947,1.25,1.04,0.21,791
21528,6.95,5.79,1.16,792
21548,2.95,2.46,0.49,793
21684,0.85,0.71,0.14,794
21549,2.95,2.46,0.49,795
21545,2.95,2.46,0.49,796
21547,2.95,2.46,0.49,797
85054,2.95,2.46,0.49,798
21532,2.1,1.75,0.35,799
21530,2.95,2.46,0.49,800
37444A,2.95,2.46,0.49,801
37444B,2.95,2.46,0.49,802
22042,0.42,0.35,0.07,803
84247C,2.95,2.46,0.49,804
22034,0.42,0.35,0.07,805
84754,1.25,1.04,0.21,806
21313,0.85,0.71,0.14,807
84509A,3.75,3.12,0.62,808
84510A,1.25,1.04,0.21,809
84340,2.55,2.12,0.42,810
